Epoch,Training Loss,Validation Loss
1,0.03013043850660324,0.022903775796294212
2,0.013571525923907757,0.017699889838695526
3,0.011716099455952644,0.01351120788604021
4,0.009469669312238693,0.006913300603628159
5,0.0073473709635436535,0.004021843429654837
6,0.005998209118843079,0.0030067453626543283
7,0.005293016787618399,0.003453880548477173
8,0.004817522596567869,0.0022612358443439007
9,0.004561630077660084,0.0018994526471942663
10,0.004304726142436266,0.0027276035398244858
11,0.004135323688387871,0.002368687652051449
12,0.003852972062304616,0.0016606913413852453
13,0.0036465327721089125,0.001855618553236127
14,0.003424744587391615,0.0015536948340013623
15,0.0032756265718489885,0.0020034608896821737
16,0.0031339703127741814,0.0014815725153312087
17,0.003045181278139353,0.0018123495392501354
18,0.0028984060045331717,0.0016168098663911223
19,0.002734352136030793,0.0013693298678845167
20,0.0026171328499913216,0.001726667396724224
21,0.0025180417578667402,0.001350034261122346
22,0.002429921180009842,0.0013893224531784654
23,0.002310654381290078,0.0011295153526589274
24,0.0022266958840191364,0.0012860826682299376
25,0.002122447593137622,0.0016474492149427533
26,0.0020494007039815187,0.0011907909065485
27,0.0019822739996016026,0.0012900447472929955
28,0.0019014886347576976,0.0013327935012057424
29,0.0018038799753412604,0.0015353349735960364
30,0.001763104577548802,0.0014183504972606897
31,0.0016529595013707876,0.0014516898663714528
32,0.001592824119143188,0.0011953698704019189
33,0.0015694224275648594,0.0013539469800889492
34,0.0015057350974529982,0.0013423394411802292
35,0.001431741053238511,0.001153438352048397
36,0.0013783114263787866,0.0012978368904441595
37,0.0013322732411324978,0.001485549844801426
38,0.0013166069984436035,0.0016215190989896655
23,,0.0011295153526589274
